ConceptID,ConceptLabel,Dependencies,TaxonomyID
212,Chart Types,211,TYPES
213,Bar Chart,212,TYPES
214,Line Chart,212,TYPES
215,Bubble Chart,212,TYPES
216,Other Chart Types,212,TYPES
217,Data Type to Chart Types,212,TYPES
218,Vis-network JS Library,203|12,TYPES
219,Graph Layout Algorithms,218,TYPES
220,History of GraphViz,219,TYPES
221,Forced Directed Layout,219,TYPES
222,Graph Node Coloring,218|44,TYPES
223,Org Chart Example,218,TYPES
224,Maps,203,TYPES
225,Leaflet JS Library,224|12,TYPES
226,OpenMaps Data,224,TYPES
227,Timelines,203,TYPES
228,Event Lists,227,TYPES
229,Durations,227,TYPES
230,Sequence Diagrams,205|227,TYPES
231,Heavyweight Libraries,203,TYPES
232,ReactFlow,231|12,TYPES
233,ER Diagram Example,205|218,TYPES
234,Vis-Timeline,227|12,TYPES
235,Venn Diagrams,203,TYPES
236,Portfolio Development,142|237,PROF
237,Diversity of MicroSims,84|203,PROF
238,Learning Graph,239,PROF
239,Concept Dependencies,73|80,PROF
240,Capstone Project,236|79|151,PROF
241,Project Evaluation,240|150,PROF
242,Working in Teams,194|195,PROF
